slug;check;answer;value;source;checked
levshinskiy-19;03;да;"Смоленская (метро) — 11 мин; школа с отметкой NOTA — Частная школа «Золотое сечение», 814 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
levshinskiy-19;04;да;16 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
levshinskiy-19;05;нет;1.00 м/м на квартиру (16 на 16);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
levshinskiy-19;06;нет данных;ЕРЗ: рейтинг не присвоен · сдано 0 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/specializirovannyj-zastrojshhik-smolenskij-bulvar-28311881001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
levshinskiy-19;07;да;ввод: II кв. 2028 ⟶ II кв. 2028 (без переноса) · готовность по графику декларации 20% · строится;https://наш.дом.рф/сервисы/каталог-новостроек/объект/67659;23.09.2026
levshinskiy-19;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 24.06.2028 · участок: собственность;https://наш.дом.рф/сервисы/каталог-новостроек/объект/67659;23.09.2026
levshinskiy-19;09;нет данных;;;23.09.2026
life-varshavskaya;01;да;ЮАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
life-varshavskaya;02;да;ТЭЦ, промзон и крупных магистралей в 150 м нет;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
life-varshavskaya;03;нет;"Каширская (метро) — 17 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
life-varshavskaya;04;нет данных;;каталоги и декларации (база 14.09);23.09.2026
life-varshavskaya;05;нет данных;;;23.09.2026
life-varshavskaya;06;да;ЕРЗ 5 · сдано 8 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-pioner-430031001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
life-varshavskaya;07;да;сдан: ввод 11.08.2023;https://наш.дом.рф/сервисы/каталог-новостроек/объект/41213;23.09.2026
life-varshavskaya;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/41213;23.09.2026
life-varshavskaya;09;да;от 499 300 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
losinoostrovskiy-park;01;да;ВАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
losinoostrovskiy-park;02;нет;промзона 20 м (Комбинат «Сигнал» Росрезерва);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
losinoostrovskiy-park;03;да;"Бульвар Рокоссовского (метро) — 13 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
losinoostrovskiy-park;04;нет;2491 квартир;каталоги и декларации (база 14.09);23.09.2026
losinoostrovskiy-park;05;нет данных;;;23.09.2026
losinoostrovskiy-park;06;да;ЕРЗ 5 · сдано 184 дома за 3 года (Москва и МО) · остановок нет · банкротств у застройщика дома нет (в группе — 15: см. zastroyshchiki.csv);ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/pik-429726001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
losinoostrovskiy-park;07;да;ввод: III кв. 2028 ⟶ I кв. 2028 (-6 мес.) · готовность по графику декларации 0% · строится 1 из 7 корпусов, 6 сдано;https://наш.дом.рф/сервисы/каталог-новостроек/объект/66132 (+ ещё 6 объектов: 46579, 46578, 42662, 42661, 42660 …);23.09.2026
losinoostrovskiy-park;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 15.12.2028 · участок: аренда;https://наш.дом.рф/сервисы/каталог-новостроек/объект/66132 (+ ещё 6 объектов: 46579, 46578, 42662, 42661, 42660 …);23.09.2026
losinoostrovskiy-park;09;да;от 338 530 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
luce;01;да;ЦАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
luce;02;да;плюсы: парк 309 м (Гоголевский бульвар);"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
luce;03;да;"Арбатская (метро) — 4 мин; школа с отметкой NOTA — Пятьдесят седьмая школа, 524 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
luce;04;нет;46 квартир;каталоги и декларации (база 14.09);23.09.2026
luce;05;нет данных;;;23.09.2026
luce;06;да;ЕРЗ 5 · сдано 13 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/mr-group-430836001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
luce;07;нет;ввод: III кв. 2025 ⟶ I кв. 2027 (+18 мес.) · готовность по графику декларации 40% · строится · передача ключей 31.12.2025 ⟶ 30.06.2027;https://наш.дом.рф/сервисы/каталог-новостроек/объект/53669;23.09.2026
luce;08;да;квартиры · эскроу есть (Сбербанк) · разрешение на строительство действует до 30.06.2027 · участок: собственность;https://наш.дом.рф/сервисы/каталог-новостроек/объект/53669;23.09.2026
luce;09;да;от 2 500 000 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
lumin;01;да;внутри Третьего кольца;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
lumin;02;да;плюсы: парк 198 м (парк «Зарядье»), вода 416 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
lumin;03;да;"Китай-город (метро) — 6 мин; школа с отметкой NOTA — Лицей НИУ ВШЭ, 148 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
lumin;04;да;54 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
